id,tweet,label,length,text_short,length_short,model_output,prob_offensive
84724,@USER Fool on the Hill !,TIN,9,@USER Fool on the Hill!,9,"tensor([[-0.2467,  0.2864]])",offensive
80795,@USER I’m very excited to buy more lol. The lady at the con all her manga was $6 and she told me some other cons she’s gonna be at so I wanna go to this one in Chicago next year 😂,NOT,53,@USER I’m very excited to buy more lol. The lady at the con all her manga was $6 and she told me some other cons she’s gonna be at so I wanna go to this one in Chicago next year 😂,53,"tensor([[ 1.3607, -1.4103]])",not-offensive
56181,@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!,TIN,54,@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!,54,"tensor([[-0.0337,  0.0016]])",offensive
54436,@USER Buh Buh snowFlake,NOT,11,@USER Buh Buh snowFlake,11,"tensor([[ 0.7197, -0.7743]])",not-offensive
96139,@USER You are TRIPPIN. Stop jumping to conclusions.,TIN,15,@USER You are TRIPPIN. Stop jumping to conclusions.,15,"tensor([[-0.5643,  0.5552]])",offensive
93515,@USER @USER @USER @USER @USER @USER actualy im pretty sure if you banned all guns that would definitely stop criminals from getting them.  But no one wants to do that. but by your logic aren't Gun Control laws better than not having gun control laws?,NOT,59,@USER @USER @USER @USER @USER @USER actualy im pretty sure if you banned all guns that would definitely stop criminals from getting them.  But no one wants to do that. but by your logic aren't Gun Control laws better than not having gun control laws?,59,"tensor([[ 0.4710, -0.5124]])",not-offensive
71104,@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”,TIN,45,@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”,45,"tensor([[-0.7004,  0.6606]])",offensive
11020,@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity,TIN,32,@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity,32,"tensor([[-0.4514,  0.4356]])",offensive
49326,@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣,TIN,46,@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣,46,"tensor([[-0.2381,  0.2738]])",offensive
94558,@USER @USER @USER The SPLC have also listed Antifa and BLM as well soooo...,NOT,23,@USER @USER @USER The SPLC have also listed Antifa and BLM as well soooo...,23,"tensor([[ 1.3798, -1.4428]])",not-offensive
38533,"@USER Has your network/organization put out a report on actress Li BingBing???  Some reports say she is missing"", other reports say the Chinese Government has abducted her????   What the heck is going on????""",UNT,49,"@USER Has your network/organization put out a report on actress Li BingBing???  Some reports say she is missing"", other reports say the Chinese Government has abducted her????   What the heck is going on????""",49,"tensor([[ 0.1594, -0.1028]])",not-offensive
72883,@USER @USER @USER @USER @USER @USER Congratulations!,NOT,16,@USER @USER @USER @USER @USER @USER Congratulations!,16,"tensor([[ 1.6099, -1.5913]])",not-offensive
36375,@USER The war on free speech = ANTIFA URL,NOT,14,@USER The war on free speech = ANTIFA URL,14,"tensor([[ 0.8019, -0.7794]])",not-offensive
58113,"50% of the refugees coming into Canada, for all the PMs handouts already have legal status in US, (therefore not refugees) but they still come and happily as the Liberals welcome them with Canadian... URL",NOT,46,"50% of the refugees coming into Canada, for all the PMs handouts already have legal status in US, (therefore not refugees) but they still come and happily as the Liberals welcome them with Canadian... URL",46,"tensor([[ 0.8806, -0.9517]])",not-offensive
32558,@USER Desperation! Abuse of my power cause he is losing his mind,TIN,18,@USER Desperation! Abuse of my power cause he is losing his mind,18,"tensor([[-0.4274,  0.4583]])",offensive
94326,@USER #beaboutit anyone in California see how utterly defenseless their gun control agenda makes people? Bravery backed by effective tools prevents loss of life. Good on this guy! Be willing to win at any cost!,NOT,48,@USER #beaboutit anyone in California see how utterly defenseless their gun control agenda makes people? Bravery backed by effective tools prevents loss of life. Good on this guy! Be willing to win at any cost!,48,"tensor([[ 0.0375, -0.1404]])",not-offensive
43832,@USER Gonna be a bitch to re-write this one.,TIN,16,@USER Gonna be a bitch to re-write this one.,16,"tensor([[-1.1701,  1.1481]])",offensive
31483,@USER @USER @USER So ist es! #TheDeepState #Jesuiten #Cabal #satanists #NWO #KalergiPlan ~ #KalergiPreis #WhiteGenocide #COMMUNISM #Antifa #AlbertPike1871 ‼️ #DrainTheSwamp #LockThemAllUp #Guantanamo #EXPROPRIATE #QAnon 🐇🕳️ @USER @USER @USER #POTUS45 #Trump2020,NOT,110,@USER @USER @USER So ist es! #TheDeepState #Jesuiten #Cabal #satanists #NWO #KalergiPlan ~ #KalergiPreis #WhiteGenocide #COMMUNISM #Antifa #AlbertPike1871 ‼️ #DrainTheSwamp #LockThemAllUp #Guantanamo #EXPROPRIATE #QAnon 🐇🕳️ @USER @,100,"tensor([[ 0.6937, -0.8508]])",not-offensive
86646,@USER I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸,TIN,39,@USER I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸,39,"tensor([[-0.7297,  0.7189]])",offensive
85685,@USER @USER She should but probably can’t stay awake long enough to leave the country. Said she would move to New Zeland but I see she is still here. Too bad,NOT,41,@USER @USER She should but probably can’t stay awake long enough to leave the country. Said she would move to New Zeland but I see she is still here. Too bad,41,"tensor([[ 0.9676, -0.7726]])",not-offensive
74229,@USER You are in my top 3. Among the syndicate boss are @USER and @USER I'm sure the 3 of you are ready to retire happy knowing this. Lol. Been a fan since lgn&amp;f! We have all grown up.,NOT,56,@USER You are in my top 3. Among the syndicate boss are @USER and @USER I'm sure the 3 of you are ready to retire happy knowing this. Lol. Been a fan since lgn&amp;f! We have all grown up.,56,"tensor([[ 1.3960, -1.3650]])",not-offensive
10363,@USER @USER @USER @USER @USER Meme was circulated during times antifa rioted and the left either ignored or celebrated them and of course not fool.,NOT,36,@USER @USER @USER @USER @USER Meme was circulated during times antifa rioted and the left either ignored or celebrated them and of course not fool.,36,"tensor([[ 0.7267, -0.6661]])",not-offensive
44034,@USER @USER @USER @USER @USER Antifa- haha it’s not exactly a big movement but ok.,NOT,28,@USER @USER @USER @USER @USER Antifa- haha it’s not exactly a big movement but ok.,28,"tensor([[ 1.2130, -1.2538]])",not-offensive
39683,@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL,NOT,43,@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL,43,"tensor([[ 1.2757, -1.3686]])",not-offensive
36677,@USER @USER @USER @USER I think it’s a political impasse- Conservatives aren’t going to vote to force a GE and TM isn’t going to allow remain on the ballot paper ?,NOT,48,@USER @USER @USER @USER I think it’s a political impasse- Conservatives aren’t going to vote to force a GE and TM isn’t going to allow remain on the ballot paper?,48,"tensor([[ 1.0782, -1.1142]])",not-offensive
57843,".@USER The referendum wasn't about whether GDP goes up by 1% or down by 1%, it was about leaving political union and becoming an independent country! That is the issue that neither the Conservatives nor the Labour party wishes to address."" URL",NOT,51,".@USER The referendum wasn't about whether GDP goes up by 1% or down by 1%, it was about leaving political union and becoming an independent country! That is the issue that neither the Conservatives nor the Labour party wishes to address."" URL",51,"tensor([[ 1.2601, -1.4054]])",not-offensive
12018,@USER Just like gun control...Obozo is a conservatives greatest asset to win elections...when he talks we win!  #RedWave,NOT,31,@USER Just like gun control...Obozo is a conservatives greatest asset to win elections...when he talks we win!  #RedWave,31,"tensor([[ 0.5845, -0.6651]])",not-offensive
83590,@USER @USER Maybe he is making amends before #OpenSelection passes at conference.,NOT,21,@USER @USER Maybe he is making amends before #OpenSelection passes at conference.,21,"tensor([[ 1.4939, -1.4090]])",not-offensive
35652,@USER I’m SO GLAD you left! You didn’t deserve that disrespect and it was in all likelihood just going to get worse. You deserve someone who’s PROUD of how smart and amazing you are. Someone who doesn’t want to dim your shine to make themselves feel better.,NOT,69,@USER I’m SO GLAD you left! You didn’t deserve that disrespect and it was in all likelihood just going to get worse. You deserve someone who’s PROUD of how smart and amazing you are. Someone who doesn’t want to dim your shine to make themselves feel better.,69,"tensor([[0.0312, 0.0279]])",not-offensive
12223,@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,TIN,43,@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,43,"tensor([[-0.3365,  0.2890]])",offensive
29053,@USER Doomentio,NOT,7,@USER Doomentio,7,"tensor([[ 1.1865, -1.1330]])",not-offensive
49452,@USER She is fucking delusional,TIN,8,@USER She is fucking delusional,8,"tensor([[-1.3506,  1.3528]])",offensive
56645,@USER @USER @USER @USER Isn't it great how liberals ignore the pain of their victims because they are democrats.  It is really sick.,TIN,34,@USER @USER @USER @USER Isn't it great how liberals ignore the pain of their victims because they are democrats.  It is really sick.,34,"tensor([[-0.2733,  0.2858]])",offensive
22429,@USER He is such a good ad for conservatives,NOT,12,@USER He is such a good ad for conservatives,12,"tensor([[ 1.4381, -1.4530]])",not-offensive
89521,@USER I am not an anime fan by any means but I do like her. She is a cutie,NOT,24,@USER I am not an anime fan by any means but I do like her. She is a cutie,24,"tensor([[ 1.4312, -1.3489]])",not-offensive
99444,@USER Intruder alarm went off in my house this morning but I have a powerful weapon that this guy wants to take away from me leaving me defenseless. It's called gun control aka ban the guns.,NOT,46,@USER Intruder alarm went off in my house this morning but I have a powerful weapon that this guy wants to take away from me leaving me defenseless. It's called gun control aka ban the guns.,46,"tensor([[ 0.2801, -0.2910]])",not-offensive
93778,@USER You are an absolute dick 😡,TIN,11,@USER You are an absolute dick 😡,11,"tensor([[-1.3600,  1.3285]])",offensive
89002,@USER He is mocking non-victims claiming victim hood.,NOT,15,@USER He is mocking non-victims claiming victim hood.,15,"tensor([[ 0.3441, -0.2705]])",not-offensive
47345,@USER I quite enjoy these tweets you are liking,NOT,12,@USER I quite enjoy these tweets you are liking,12,"tensor([[ 1.6115, -1.7824]])",not-offensive
56484,@USER He's qualified. 😂😂😂😂,NOT,16,@USER He's qualified. 😂😂😂😂,16,"tensor([[ 1.0943, -0.9556]])",not-offensive
71418,@USER @USER @USER @USER @USER @USER You missed the point. You don’t like being called a white supremecists bc you support Trump. So please don’t generalize that all Dems support antifa and violence.,NOT,54,@USER @USER @USER @USER @USER @USER You missed the point. You don’t like being called a white supremecists bc you support Trump. So please don’t generalize that all Dems support antifa and violence.,54,"tensor([[ 0.1389, -0.1748]])",not-offensive
33127,@USER @USER You can convert but it's very hard and discouraged. If just your father is Jewish you are not Jewish,NOT,27,@USER @USER You can convert but it's very hard and discouraged. If just your father is Jewish you are not Jewish,27,"tensor([[ 0.9016, -1.0017]])",not-offensive
20413,@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh,TIN,73,@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh,73,"tensor([[-1.1355,  1.1194]])",offensive
65852,@USER @USER @USER @USER @USER Sis she is. And I did answer u but u are to focused on bashing me. Sis that's just ur opinion. Mine is that she is a versatile artist and has many good albums. Say the truth for what it is. Just say u hate selena and go URL,NOT,71,@USER @USER @USER @USER @USER Sis she is. And I did answer u but u are to focused on bashing me. Sis that's just ur opinion. Mine is that she is a versatile artist and has many good albums. Say the truth for what it is. Just say u hate selena and go URL,71,"tensor([[ 0.1427, -0.1141]])",not-offensive
24354,@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!,TIN,22,@USER He and Obama must be copying each other does any democrat have their own thought PLEASE!!!,21,"tensor([[-0.2380,  0.2157]])",offensive
74402,"@USER @USER @USER It wouldn't surprise me a bit. Just like they falsely call conservatives, Fascists"" and justify physically attacking them. ""Trump's a Nazi, kill him!"". It's just a matter of time before they suggest it.""",TIN,53,"@USER @USER @USER It wouldn't surprise me a bit. Just like they falsely call conservatives, Fascists"" and justify physically attacking them. ""Trump's a Nazi, kill him!"". It's just a matter of time before they suggest it.""",53,"tensor([[-0.4435,  0.3396]])",offensive
34179,@USER Hey I don’t actually really care about celebs. I’m 9/10 out of the loop with celeb news because I don’t have any interest in western celebs.  If anything you should re’evaluate how you view celebs since you are the one placing a personal vendetta against someone for something-,NOT,74,@USER Hey I don’t actually really care about celebs. I’m 9/10 out of the loop with celeb news because I don’t have any interest in western celebs.  If anything you should re’evaluate how you view celebs since you are the one placing a personal vendetta against someone for something-,74,"tensor([[ 0.9448, -0.9778]])",not-offensive
64113,@USER You are amazing! Hope you have an incredible future. Thank you for your contributions to this community,NOT,23,@USER You are amazing! Hope you have an incredible future. Thank you for your contributions to this community,23,"tensor([[ 1.8715, -1.9611]])",not-offensive
89395,@USER @USER @USER @USER Your reply makes no sense,NOT,15,@USER @USER @USER @USER Your reply makes no sense,15,"tensor([[ 0.8858, -0.8953]])",not-offensive
32684,@USER Yes!!! Love it! You are gold! 🙏🏻❤️🙏🏻,NOT,28,@USER Yes!!! Love it! You are gold! 🙏🏻❤️🙏🏻,28,"tensor([[ 1.5507, -1.6187]])",not-offensive
52786,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Shush it makes the ship make more sense,NOT,35,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Shush it makes the ship make more sense,35,"tensor([[ 0.8950, -0.8799]])",not-offensive
75079,@USER he is,NOT,6,@USER he is,6,"tensor([[ 1.5312, -1.4816]])",not-offensive
13104,@USER Actually she was having a tantrum.,NOT,12,@USER Actually she was having a tantrum.,12,"tensor([[ 0.7208, -0.4768]])",not-offensive
95713,@USER She is! 🙏🏻❤️,NOT,16,@USER She is! 🙏🏻❤️,16,"tensor([[ 1.9181, -2.0221]])",not-offensive
14647,@USER Of course you are!!,NOT,9,@USER Of course you are!!,9,"tensor([[ 1.7783, -1.6940]])",not-offensive
57111,@USER When is LVMPD and MGM going to be held accountable for #VegasShooting and it's subsequent coverup &amp; knee jerk Gun Control? Anyone else find it curious that the first surveillance video released by MGM was in an exclusive to the New York Times ?,NOT,60,@USER When is LVMPD and MGM going to be held accountable for #VegasShooting and it's subsequent coverup &amp; knee jerk Gun Control? Anyone else find it curious that the first surveillance video released by MGM was in an exclusive to the New York Times?,60,"tensor([[ 0.6773, -0.6455]])",not-offensive
24410,#DueProcess not permitted for #Conservatives but #documented evidence against #Democrat can’t be believed #DoubleStandards #ConfirmKavanaughNow  URL,NOT,37,#DueProcess not permitted for #Conservatives but #documented evidence against #Democrat can’t be believed #DoubleStandards #ConfirmKavanaughNow  URL,37,"tensor([[ 1.0520, -0.9766]])",not-offensive
30198,@USER Check in at the Fake Shooting. URL,NOT,12,@USER Check in at the Fake Shooting. URL,12,"tensor([[ 0.2591, -0.2334]])",not-offensive
92848,@USER @USER @USER Its a shame that you are not on TV,NOT,17,@USER @USER @USER Its a shame that you are not on TV,17,"tensor([[ 0.8970, -0.8037]])",not-offensive
50573,@USER Why would you do this on a weekend with a major festival in Stanley Park as well as closing down Nelson street off burrard?,NOT,31,@USER Why would you do this on a weekend with a major festival in Stanley Park as well as closing down Nelson street off burrard?,31,"tensor([[ 1.3149, -1.2736]])",not-offensive
44524,#RSSReachesOut so called Liberals exposed ..Want talk with Terror State .. But Boycott RSS covention.,NOT,26,#RSSReachesOut so called Liberals exposed..Want talk with Terror State.. But Boycott RSS covention.,26,"tensor([[ 0.2664, -0.2779]])",not-offensive
19061,@USER Lol they have no idea Nazis were socialist. Their complete inability to grasp reality is so mind blowing. Antifa is no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.,TIN,51,@USER Lol they have no idea Nazis were socialist. Their complete inability to grasp reality is so mind blowing. Antifa is no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.,51,"tensor([[-0.8712,  0.7707]])",offensive
69360,(Good for you Gov) Gov. Cuomo gets endorsement of nation's largest gun control group: URL @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,NOT,50,(Good for you Gov) Gov. Cuomo gets endorsement of nation's largest gun control group: URL @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,50,"tensor([[ 0.9346, -0.9661]])",not-offensive
55197,@USER Sam’s act is working. I swear she is acting!,NOT,18,@USER Sam’s act is working. I swear she is acting!,18,"tensor([[ 1.5066, -1.3546]])",not-offensive
51434,@USER @USER That is Rachel Madcow's mother. No doubt about it !,NOT,19,@USER @USER That is Rachel Madcow's mother. No doubt about it!,19,"tensor([[ 1.3293, -1.1942]])",not-offensive
14209,@USER Don't think she did much to accomplish that goal!,NOT,15,@USER Don't think she did much to accomplish that goal!,15,"tensor([[ 1.6830, -1.5667]])",not-offensive
87127,@USER Congratulations #POTUS #MAGA,NOT,11,@USER Congratulations #POTUS #MAGA,11,"tensor([[ 1.1950, -1.2711]])",not-offensive
92949,Too bad life sucks 4 u #schiff4brains 😂 ur going down along wi ur other CRIMINAL friends. Only red line crossed is the LIES U TELL. U will never b anything more than the belly of a SNAKE #MAGA #TRUMP2020 #schiff4brains URL,TIN,67,Too bad life sucks 4 u #schiff4brains 😂 ur going down along wi ur other CRIMINAL friends. Only red line crossed is the LIES U TELL. U will never b anything more than the belly of a SNAKE #MAGA #TRUMP2020 #schiff4brains URL,67,"tensor([[-0.8079,  0.7895]])",offensive
89421,@USER @USER @USER @USER @USER She is going to be heartbroken to see you and you 6 followers go. Bot bot bot.,NOT,32,@USER @USER @USER @USER @USER She is going to be heartbroken to see you and you 6 followers go. Bot bot bot.,32,"tensor([[ 0.8546, -0.7358]])",not-offensive
29695,#prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL,TIN,30,#prouduncle 😍 she is the finest cheerleader of them all💙 te amo stinky butt💝 URL,30,"tensor([[-0.6861,  0.6421]])",offensive
71736,@USER @USER She is done out here.,NOT,12,@USER @USER She is done out here.,12,"tensor([[ 1.4831, -1.2629]])",not-offensive
36051,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you for your support,NOT,33,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you for your support,33,"tensor([[ 1.5681, -1.6025]])",not-offensive
14179,@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered,TIN,26,@USER @USER what is this shit right over here? I also showed to my polish friends and they are quite triggered,26,"tensor([[-1.1959,  1.1423]])",offensive
63061,@USER Remember Tina. You can always sleep when you are dead! URL,NOT,17,@USER Remember Tina. You can always sleep when you are dead! URL,17,"tensor([[ 0.1387, -0.1882]])",not-offensive
51408,@USER @USER PURP HE IS CHRIS.... IM THE REAL CJ UNTIL FURTHER NOTICE 😂 #PSA,NOT,29,@USER @USER PURP HE IS CHRIS.... IM THE REAL CJ UNTIL FURTHER NOTICE 😂 #PSA,29,"tensor([[ 1.0591, -1.1059]])",not-offensive
48736,@USER PLELLEEAAAASEEEEE I LITERALLY SOBBED SO HARD AT THIS SCREEN WHO DOES HE THINK HE IS LOOKING SO BEAUTIFUL WHILE HE SLEEEEEEEPS,NOT,52,@USER PLELLEEAAAASEEEEE I LITERALLY SOBBED SO HARD AT THIS SCREEN WHO DOES HE THINK HE IS LOOKING SO BEAUTIFUL WHILE HE SLEEEEEEEPS,52,"tensor([[ 0.5660, -0.5789]])",not-offensive
51768,@USER @USER can you please tell jimin even if he knows just how amazing he is and that he actually saved my life no joke we're really thankful and please be safe and healthy i pray for you every single day and minute  to be protected and safe 💜Thank you @USER,NOT,63,@USER @USER can you please tell jimin even if he knows just how amazing he is and that he actually saved my life no joke we're really thankful and please be safe and healthy i pray for you every single day and minute  to be protected and safe 💜Thank you @USER,63,"tensor([[ 1.6345, -1.6417]])",not-offensive
65529,@USER Hold up this for real? Am I reading that right? Everything is free?,NOT,20,@USER Hold up this for real? Am I reading that right? Everything is free?,20,"tensor([[ 1.3451, -1.3989]])",not-offensive
51118,@USER @USER @USER Oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades ...you can have all that shit and let Hollywood decide how you feel.,TIN,40,@USER @USER @USER Oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades...you can have all that shit and let Hollywood decide how you feel.,40,"tensor([[-0.9546,  0.9067]])",offensive
12264,@USER @USER @USER wow @USER are these the types of folks we want teaching the already confused millennials?,NOT,25,@USER @USER @USER wow @USER are these the types of folks we want teaching the already confused millennials?,25,"tensor([[ 0.8659, -0.7760]])",not-offensive
34675,@USER I think he is hurt,NOT,9,@USER I think he is hurt,9,"tensor([[ 0.8068, -0.6159]])",not-offensive
12803,@USER Awesome Job Mr. President Trump!!  MAGA,NOT,14,@USER Awesome Job Mr. President Trump!!  MAGA,14,"tensor([[ 1.2695, -1.2263]])",not-offensive
26447,@USER Holder was held in contempt of congress. Why isn't in prison for Fast and Furious? How about for murder?,TIN,27,@USER Holder was held in contempt of congress. Why isn't in prison for Fast and Furious? How about for murder?,27,"tensor([[-0.2266,  0.1759]])",offensive
66845,@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,TIN,39,@USER EXPOSE these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.,39,"tensor([[-0.5074,  0.4641]])",offensive
78996,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Now do Black Lives Matter. And Antifa.,NOT,110,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,100,"tensor([[ 1.2773, -1.2322]])",not-offensive
61664,@USER @USER Kavanaugh was on the short list over a year ago. If liberals think this is a good idea just imagine how many people in the future with zero evidence 30+ yrs later including where and year can accuse people then ruin their lives including these liberals and politicians.,NOT,58,@USER @USER Kavanaugh was on the short list over a year ago. If liberals think this is a good idea just imagine how many people in the future with zero evidence 30+ yrs later including where and year can accuse people then ruin their lives including these liberals and politicians.,58,"tensor([[ 0.1264, -0.0592]])",not-offensive
57245,@USER Here’s @USER helping improve how women are to be watched in sports. 🙄 URL,NOT,25,@USER Here’s @USER helping improve how women are to be watched in sports. 🙄 URL,25,"tensor([[ 1.4341, -1.4218]])",not-offensive
29880,@USER 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government! Fuck you!,TIN,72,@USER 😅😅😅😅😅😅😅😅😅 gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to no one or no government! Fuck you!,72,"tensor([[-1.2069,  1.1222]])",offensive
99454,@USER She is so beautiful but looks like dad,NOT,12,@USER She is so beautiful but looks like dad,12,"tensor([[ 1.6480, -1.3944]])",not-offensive
77789,#sorrynotsorry   If you breastfeed your child who ends up having a milk allergy and so you just SWITCH to formula are you really putting your 100% into parenting?! No you are being lazy! Change your diet go lactose and soy free so your baby can have the best of the best.,NOT,65,#sorrynotsorry   If you breastfeed your child who ends up having a milk allergy and so you just SWITCH to formula are you really putting your 100% into parenting?! No you are being lazy! Change your diet go lactose and soy free so your baby can have the best of the best.,65,"tensor([[ 0.1499, -0.2146]])",not-offensive
65560,@USER Sorry to read this. You’re doing the right thing to report it and warn us all about them. Needless to say you are none of the things they say. Stay strong.,NOT,42,@USER Sorry to read this. You’re doing the right thing to report it and warn us all about them. Needless to say you are none of the things they say. Stay strong.,42,"tensor([[ 1.5884, -1.4162]])",not-offensive
19380,"@USER @USER It is not a crisis"" . The Conservatives think everything is a crisis- the asylum seekers,  the economy, TMX  now NAFTA. Just relax guys the adults are in the room.""",NOT,45,"@USER @USER It is not a crisis"". The Conservatives think everything is a crisis- the asylum seekers,  the economy, TMX  now NAFTA. Just relax guys the adults are in the room.""",44,"tensor([[ 0.5696, -0.5338]])",not-offensive
98740,@USER Has any ex Obama administration personal not yet?  See a pattern here folks!  Their actually doing this publicly. The msm is their partner in this treason.  It’s a attempted coup d'etat!!!,UNT,50,@USER Has any ex Obama administration personal not yet?  See a pattern here folks!  Their actually doing this publicly. The msm is their partner in this treason.  It’s a attempted coup d'etat!!!,50,"tensor([[ 0.0498, -0.0860]])",not-offensive
79813,@USER Thanks for keeping us in your thought and being so kind to fans🌸❤️. Just know this cool cat is gonna drag many great thing into our fans life!,NOT,40,@USER Thanks for keeping us in your thought and being so kind to fans🌸❤️. Just know this cool cat is gonna drag many great thing into our fans life!,40,"tensor([[ 1.5439, -1.6574]])",not-offensive
30337,@USER Fuck u,TIN,6,@USER Fuck u,6,"tensor([[-1.3314,  1.2881]])",offensive
65495,"... She is our north star, amongst the many stars that pass away to fill the night sky with brilliancy."" I cannot begin 2 imagine this as a parent but am so grateful &amp; humbled for the time however brief w/ so many shining stars who continue to guide all of us... URL",NOT,64,"... She is our north star, amongst the many stars that pass away to fill the night sky with brilliancy."" I cannot begin 2 imagine this as a parent but am so grateful &amp; humbled for the time however brief w/ so many shining stars who continue to guide all of us... URL",64,"tensor([[ 1.5765, -1.5875]])",not-offensive
41605,@USER Remember:  You're talking about the same media that never questions the assertions that everyone on the Right is a Nazi and Antifa is just a group of protesters.,NOT,37,@USER Remember:  You're talking about the same media that never questions the assertions that everyone on the Right is a Nazi and Antifa is just a group of protesters.,37,"tensor([[ 0.4223, -0.4314]])",not-offensive
79120,@USER Yep this is the world the liberals want to live in.,NOT,16,@USER Yep this is the world the liberals want to live in.,16,"tensor([[ 0.7258, -0.6651]])",not-offensive
92999,AAA DIBALES DONG😘😘😘 URL,NOT,16,AAA DIBALES DONG😘😘😘 URL,16,"tensor([[ 1.0079, -0.9112]])",not-offensive
67391,@USER Niggaz buying pussy bitches trying to buy love...,TIN,16,@USER Niggaz buying pussy bitches trying to buy love...,16,"tensor([[-1.0494,  0.9751]])",offensive
58241,@USER Yeah dangerous to question a scattered 35 year old account pushed on the eve of a nomination with the liberals saying they will stop at nothing to derail judge Kavanagh or any of Trumps picks? Delete your account...,NOT,47,@USER Yeah dangerous to question a scattered 35 year old account pushed on the eve of a nomination with the liberals saying they will stop at nothing to derail judge Kavanagh or any of Trumps picks? Delete your account...,47,"tensor([[ 0.3948, -0.3870]])",not-offensive
21369,#TBT That time when @USER gave us a shout-out on their blog &amp; we felt like the coolest kids in town. 😎 From #NCDD.org blog: Creating a Welcoming Environment with #Conservatives with The Village Square - #ReviveCivility #ToTheVillageSquare URL,NOT,68,#TBT That time when @USER gave us a shout-out on their blog &amp; we felt like the coolest kids in town. 😎 From #NCDD.org blog: Creating a Welcoming Environment with #Conservatives with The Village Square - #ReviveCivility #ToTheVillageSquare URL,68,"tensor([[ 1.3578, -1.4504]])",not-offensive
